Variables,Dim.1,Dim.2,Dim.3,Dim.4,Dim.5
sbp_mean,0.06324857612998892,0.09382318194714936,0.5572396667929053,6.5021219179343035,1.639848203275373
mono_max,0.05385697596429025,4.308851705772078,0.003081915561976139,0.2025775639268074,0.7719380601436718
adjuvants_anesthesia,0.053523214596950176,0.022589722460773315,0.013446769965339854,0.044266439985790114,0.0027698866723187116
anticonvulsants,0.04658135751571898,0.002642428085408357,0.006233717880688751,0.005488639241759972,0.16270248380177307
antiparkinson_agents,0.04461861884054181,0.005891705900104423,2.3058986928044516e-4,0.24136779471839367,0.6038751056216243
acetaminophene,0.04454328952144308,0.025021382660647306,0.02323577826005267,0.015443535845341864,0.166343755459082
antipsychotic_agents,0.044305802791186726,0.019423314628937635,0.0011728758426113298,0.601599447262861,0.8710535261135275
anesthetics_local,0.0417287048635433,0.0999348464955387,0.001771257996680134,1.0643980390743801,9.228956390817839e-4
dbp_max,0.027254677611691144,0.0014628172219742304,3.420006609756265e-4,0.7404932798847941,0.09447201231321299
alcohol_deterrents,0.020992145296652446,0.0024037913914155763,0.0013289674937539873,0.019724942736373388,5.831255962728564e-4
anti_infective_agents_local,0.01969171132882193,0.07807972106183497,0.019382619364629313,0.008456702551806054,1.0975241961039257
antidepressive_agents,0.019406227916286732,0.27601171670654373,0.06823981504363805,0.3243856611555309,1.011207865955522
anti_inflammatory_agents,0.01806101242590122,0.008635944044931423,0.15527349945522853,0.049619772327545504,0.2805122260854595
mono_mean,0.017187912444931463,6.0218347034484445,0.02492860328020326,0.5073629278076133,0.844099472940955
antiviral_agents,0.016190937239402216,0.06001003892510925,0.007632019179643509,0.06046747771175566,5.548353654109884e-4
carbonic_anhydrase_inhibitors,0.015066516814846335,0.0024554805163899637,0.0802713480925276,0.0550978479405557,0.51454313762484
anti_anxiety_agents,0.014966698847098038,0.012087364855647532,0.002822253427535801,2.593095177015143e-4,0.16017577112708975
x5_alpha_reductase_inhibitors,0.013095428665176689,0.02202951350516146,0.11073416264061128,1.4127494101892215,0.12155237104302771
anti_asthmatic_agents,0.010257995297985458,0.019904139327142672,0.07337170890949485,0.06403389064436167,0.07734544993013538
analgesics,0.008928746854410667,9.239586889381363e-5,0.05826762231575873,0.09921012994309952,0.052975920967905855
androgens,0.00892198816350091,0.05171737761157698,0.11020463029392284,2.7026996991980583e-4,0.12259358740167027
calcium_regulating_hormones_and_agents,0.008487181226023176,0.05443195774441929,2.383660974045442,0.2838731323378906,1.1022236052444025
antitussive_agents,0.008427649423351922,0.025513558220277035,0.20397295329105877,0.012442896355166967,0.05330249733022426
antipruritics,0.007362633040168165,7.490249938792145e-4,0.08136591972609607,0.015827084775888952,0.05624834505916263
adrenergic_beta_3_receptor_agonists,0.0073259821863014855,0.030881378198543315,0.024020881955445644,2.833369128990067e-4,0.3758494793044549
temp_min,0.004775380760086884,0.12580532480441942,0.6759552499168429,0.28736537275367774,3.2894193545502652
plt_min,0.0044063338223609815,5.332583242823232,0.5415340609720818,0.12156915183319153,0.5939396101785832
antimalarials,0.0022259620188604676,0.006671609764663201,0.002007985128446042,0.054633763856397365,0.09812938413311185
antidiarrheals,0.0017129139860297112,0.051825578385336406,0.24007831473977623,0.008565937861193746,0.007279317370669581
antithyroid_agents,0.0014744078108851403,0.0028892949322858927,0.0068781633208251985,0.03645646678275748,0.19077080735611301
adrenergic_beta_antagonists,0.0012768559866847056,0.007865184349202399,0.6911566973179607,0.03698213196106025,0.44083668792836306
adrenergic_uptake_inhibitors,0.0011916076690673945,6.060335127118419e-4,0.018492709109634974,0.04225859566162155,0.043845615408364506
antineoplastic_agents_hormonal,0.0011349350524591968,4.451596255532625e-4,0.028320032456693657,0.035454739988494854,0.09252505690332294
antitubercular_agents,3.3847028014589965e-4,0.00958658786707712,0.2328787145041425,0.009691119998276434,0.03664149672663156
antidepressive_agents_tricyclic,1.9077009657579827e-4,0.011514631402255482,0.009317362945053004,0.06039218485123383,0.06499686328993295
bone_density_conservation_agents,1.5942556951451577e-4,0.07334459398601939,0.9858966113435151,0.39685297201923575,0.12082594572623631
