Variables,Dim 1,Dim 2,Dim 3,Dim 4,Dim 5
carbonic_anhydrase_inhibitors_0,1.1269584142340406e-4,0.006479631483122589,0.019180124218305693,0.007330135648772028,0.1447328165763638
anti_anxiety_agents_0,1.0486802007710157e-4,1.7028057678595026e-6,7.96376946852884e-5,7.864095536705498e-5,3.874921779392947e-6
androgens_0,9.039946087036222e-5,2.3451633817825857e-5,3.147147034495202e-5,4.424792235582183e-4,4.321396796923856e-4
anti_asthmatic_agents_0,8.001652480026167e-5,0.009054035118330488,0.0026310796931861276,0.0011673038320447124,0.016335381652722077
adjuvants_anesthesia_1,6.089280426338221e-5,0.028950456368593506,0.0356110305040862,0.2055658655996032,1.61394643705972
antineoplastic_agents_hormonal_0,5.2151655082749774e-05,7.407565806222622e-5,0.0012534780475849689,9.419963000249932e-5,9.787441654014143e-4
adrenergic_beta_3_receptor_agonists_0,5.169104827087078e-5,0.001974426995267679,0.003017043045744403,4.263828700454507e-5,3.858633946764828e-4
alcohol_deterrents_0,4.9398412818561064e-5,1.3678178958502896e-6,3.0756375032554404e-5,9.140294988630854e-4,1.242465697860897e-4
anti_inflammatory_agents_0,3.766024311002534e-5,0.011848705073397163,0.013792358212728513,0.0015518512192390223,0.03794092140035053
antitubercular_agents_0,3.5547557166848856e-5,0.001082815191756775,1.749534719989697e-4,0.0020211308213497954,6.016611290356349e-4
antitussive_agents_0,2.5799825009895495e-5,0.00197445543196407,4.538222861137857e-4,0.0015263798388377966,4.1668333426839974e-4
antidepressive_agents_tricyclic_0,2.1798598849284614e-5,3.8772920398640596e-4,4.1907543509366453e-4,5.510347123191758e-4,4.809258702441115e-6
antimalarials_0,9.869650429959423e-6,5.126585242230139e-4,6.56354105630633e-5,3.828776117071804e-4,3.0855304670076245e-5
antipruritics_0,5.196920491990928e-6,0.0019972476309243906,6.378851707632789e-4,3.42750636076075e-4,0.013481586532837991
adrenergic_uptake_inhibitors_0,3.170848357754183e-6,1.7212303669781123e-4,1.615111905998524e-4,4.547567738103228e-4,1.1199158825827287e-5
adjuvants_anesthesia_0,3.536167494969738e-7,1.6812111712307477e-4,2.068004094313975e-4,0.0011937622857117044,0.009372511248894771
antithyroid_agents_0,3.2562231093976923e-07,2.0379597198816232e-4,1.483362914945981e-4,6.57105149939629e-4,4.929522633793711e-4
